property_category,property_type,district,price,area,price_per_sqm
жилая,комната,ЗАО,2695447,20.2,133561
жилая,комната,ЗАО,2074473,14.9,139338
жилая,комната,ЗАО,1878192,12.6,149251
жилая,комната,ЗАО,2794557,16.9,164901
жилая,комната,ЗАО,2540166,16.8,151128
жилая,комната,ЗАО,3211818,19.7,163441
жилая,комната,ЗАО,2608365,16.0,162592
жилая,комната,ЗАО,2688190,17.1,157367
жилая,комната,ЗАО,2558843,18.2,140545
жилая,комната,ЗАО,2969996,18.7,158590
жилая,комната,ЗАО,2933838,19.3,151719
жилая,комната,ЗАО,3060629,18.0,170484
жилая,комната,ЗАО,2392245,14.3,167783
жилая,комната,ЗАО,2977484,18.5,160951
жилая,комната,ЗАО,2006738,15.9,126435
жилая,комната,ЗАО,3214941,20.6,156097
жилая,комната,ЗАО,2548942,17.6,145212
жилая,комната,ЗАО,2375618,18.1,131235
жилая,комната,ЗАО,3516953,24.0,146514
жилая,комната,ЗАО,2918841,19.4,150584
жилая,комната,ЗАО,2910303,18.5,157715
жилая,комната,ЗАО,1968800,17.2,114773
жилая,дом,ЗАО,52944587,145.1,364860
жилая,дом,ЗАО,87159469,158.8,548813
жилая,дом,ЗАО,74271256,138.6,535681
жилая,дом,ЗАО,95240472,206.3,461655
жилая,дом,ЗАО,87442199,243.3,359337
жилая,дом,ЗАО,113316798,213.8,530086
жилая,дом,ЗАО,57544681,149.4,385080
жилая,дом,ЗАО,94678884,176.3,536943
жилая,дом,ЗАО,55226005,113.2,487795
жилая,дом,ЗАО,78066074,224.2,348206
жилая,дом,ЗАО,47386459,162.5,291668
жилая,дом,ЗАО,96133005,236.3,406835
жилая,дом,ЗАО,57563891,159.4,361229
жилая,дом,ЗАО,82443230,196.8,418989
жилая,дом,ЗАО,120917203,259.2,466544
жилая,дом,ЗАО,69972453,211.7,330485
жилая,дом,ЗАО,88630983,238.1,372208
жилая,таунхаус,ЗАО,37751356,98.2,384427
жилая,таунхаус,ЗАО,40040740,115.2,347483
жилая,таунхаус,ЗАО,36206020,102.1,354630
жилая,таунхаус,ЗАО,28298890,103.0,274822
жилая,таунхаус,ЗАО,47374966,114.5,413891
жилая,таунхаус,ЗАО,41915137,113.7,368804
жилая,таунхаус,ЗАО,33256801,113.7,292415
жилая,таунхаус,ЗАО,29631136,100.4,295023
жилая,таунхаус,ЗАО,34645088,128.1,270350
жилая,таунхаус,ЗАО,26969022,87.4,308630
жилая,таунхаус,ЗАО,30052779,78.5,382967
коммерческая,офис,ЗАО,35145434,260.4,80000
коммерческая,офис,ЗАО,25664866,235.0,80000
коммерческая,офис,ЗАО,22724868,271.1,80000
коммерческая,офис,ЗАО,43955855,407.9,80000
коммерческая,офис,ЗАО,29695090,333.4,80000
коммерческая,офис,ЗАО,38362812,297.6,80000
коммерческая,офис,ЗАО,23591022,284.1,80000
коммерческая,офис,ЗАО,24930074,259.7,80000
коммерческая,офис,ЗАО,24593371,258.4,80000
коммерческая,офис,ЗАО,23327943,214.8,80000
коммерческая,офис,ЗАО,22630969,273.9,80000
коммерческая,офис,ЗАО,34724710,341.3,80000
коммерческая,офис,ЗАО,32671971,281.5,80000
коммерческая,офис,ЗАО,30006062,235.3,80000
коммерческая,офис,ЗАО,36957280,317.5,80000
коммерческая,офис,ЗАО,32486700,272.3,80000
коммерческая,офис,ЗАО,22260962,251.4,80000
коммерческая,офис,ЗАО,29041463,214.2,80000
коммерческая,офис,ЗАО,40880919,474.7,80000
коммерческая,офис,ЗАО,27122354,327.0,80000
коммерческая,офис,ЗАО,34468083,410.9,80000
коммерческая,офис,ЗАО,5005173,55.9,80000
коммерческая,офис,ЗАО,45159650,425.8,80000
коммерческая,торговое помещение,ЗАО,31909174,257.6,120000
коммерческая,торговое помещение,ЗАО,27462555,167.6,120000
коммерческая,торговое помещение,ЗАО,17316989,129.0,120000
коммерческая,торговое помещение,ЗАО,22166021,130.4,120000
коммерческая,торговое помещение,ЗАО,31690914,153.6,119999
коммерческая,торговое помещение,ЗАО,30662199,188.0,120000
коммерческая,торговое помещение,ЗАО,27761574,161.5,120000
коммерческая,торговое помещение,ЗАО,30282924,164.8,120000
коммерческая,торговое помещение,ЗАО,42421984,216.7,120000
коммерческая,торговое помещение,ЗАО,34374225,174.0,120000
коммерческая,торговое помещение,ЗАО,42299582,213.6,120000
коммерческая,торговое помещение,ЗАО,26790427,156.4,120000
коммерческая,торговое помещение,ЗАО,25073214,126.9,120000
коммерческая,торговое помещение,ЗАО,30453101,145.8,120000
коммерческая,торговое помещение,ЗАО,19994613,146.8,120000
коммерческая,торговое помещение,ЗАО,26485488,199.2,120000
коммерческая,торговое помещение,ЗАО,14738629,117.0,120000
коммерческая,склад,ЗАО,63275015,1126.4,40000
коммерческая,склад,ЗАО,86231609,1193.3,40000
коммерческая,склад,ЗАО,67324200,1503.6,40000
коммерческая,склад,ЗАО,60821320,1362.1,40000
коммерческая,склад,ЗАО,54955556,965.5,40000
коммерческая,склад,ЗАО,48280943,1153.2,40000
коммерческая,склад,ЗАО,84286441,1238.9,40000
коммерческая,склад,ЗАО,92530206,1467.2,40000
коммерческая,склад,ЗАО,28782401,430.8,40000
коммерческая,склад,ЗАО,47854534,857.5,40000
коммерческая,склад,ЗАО,61448188,1364.4,40000
коммерческая,производственное помещение,ЗАО,51547945,968.5,50000
коммерческая,производственное помещение,ЗАО,48410738,761.0,50000
коммерческая,производственное помещение,ЗАО,59564108,780.2,50000
коммерческая,производственное помещение,ЗАО,94419646,1119.5,50000
коммерческая,производственное помещение,ЗАО,63892372,844.8,50000
коммерческая,производственное помещение,ЗАО,42530973,678.8,50000
коммерческая,производственное помещение,ЗАО,50349042,893.6,50000
коммерческая,производственное помещение,ЗАО,81091674,963.6,50000
коммерческая,производственное помещение,ЗАО,43639113,558.4,50000
коммерческая,готовый бизнес,ЗАО,12478664,0.0,0
коммерческая,готовый бизнес,ЗАО,9818258,0.0,0
коммерческая,готовый бизнес,ЗАО,8045094,0.0,0
коммерческая,готовый бизнес,ЗАО,4169724,0.0,0
коммерческая,готовый бизнес,ЗАО,5907831,0.0,0
коммерческая,готовый бизнес,ЗАО,7717615,0.0,0
коммерческая,готовый бизнес,ЗАО,7206268,0.0,0
коммерческая,готовый бизнес,ЗАО,6200363,0.0,0
земля,участок,ЗАО,4592290,677.1,6782
земля,участок,ЗАО,5319024,885.7,6005
земля,участок,ЗАО,8130408,1228.9,6615
земля,участок,ЗАО,5461142,795.5,6865
земля,участок,ЗАО,5916544,729.3,8113
земля,участок,ЗАО,4832889,554.1,8721
земля,участок,ЗАО,3196118,550.8,5802
земля,участок,ЗАО,9550874,1021.7,9347
земля,участок,ЗАО,7648598,1199.1,6378
земля,участок,ЗАО,6931969,775.6,8937
земля,участок,ЗАО,4370162,760.6,5745
прочая,гараж,ЗАО,1423185,20.5,69575
прочая,гараж,ЗАО,1538722,21.0,73429
прочая,гараж,ЗАО,1499594,18.8,79836
прочая,гараж,ЗАО,1406004,28.4,49590
прочая,гараж,ЗАО,1277819,15.3,83732
прочая,гараж,ЗАО,1492784,29.4,50692
прочая,гараж,ЗАО,1427713,17.3,82521
прочая,гараж,ЗАО,1292181,24.8,52000
прочая,гараж,ЗАО,1286280,17.5,73615
прочая,машиноместо,ЗАО,757347,,0
прочая,машиноместо,ЗАО,723688,,0
прочая,машиноместо,ЗАО,746100,,0
прочая,машиноместо,ЗАО,753057,,0
прочая,машиноместо,ЗАО,710048,,0
прочая,машиноместо,ЗАО,702442,,0
прочая,машиноместо,ЗАО,690259,,0
прочая,машиноместо,ЗАО,674372,,0
жилая,квартира,СЗАО,26379267,97.1,271640
жилая,квартира,СЗАО,15744967,72.9,215867
жилая,квартира,СЗАО,20884538,93.3,223778
жилая,квартира,СЗАО,11534241,76.1,151504
жилая,квартира,СЗАО,19701207,71.2,276892
жилая,квартира,СЗАО,17457543,76.8,227169
жилая,квартира,СЗАО,16306840,109.4,149107
жилая,квартира,СЗАО,13074177,63.9,204722
жилая,квартира,СЗАО,14737675,71.7,205554
жилая,квартира,СЗАО,10830534,52.4,206574
жилая,квартира,СЗАО,15075693,71.9,209600
жилая,квартира,СЗАО,16327758,70.4,232054
жилая,квартира,СЗАО,17646390,82.2,214670
жилая,квартира,СЗАО,15818560,72.6,217892
жилая,квартира,СЗАО,13545414,61.7,219512
жилая,квартира,СЗАО,21271732,91.1,233395
жилая,квартира,СЗАО,11898550,69.0,172409
жилая,квартира,СЗАО,10038844,48.0,209347
жилая,квартира,СЗАО,18714967,86.6,216157
жилая,квартира,СЗАО,15969244,67.8,235694
жилая,квартира,СЗАО,17167109,77.2,222449
жилая,квартира,СЗАО,14434036,71.0,203376
жилая,квартира,СЗАО,12353373,61.7,200288
жилая,квартира,СЗАО,14219518,73.0,194704
жилая,квартира,СЗАО,20651393,82.7,249778
жилая,квартира,СЗАО,12594101,58.6,214755
жилая,квартира,СЗАО,21007428,78.1,268978
жилая,квартира,СЗАО,15816492,65.8,240323
жилая,квартира,СЗАО,16968677,75.9,223639
жилая,квартира,СЗАО,12310854,74.5,165242
жилая,квартира,СЗАО,22031642,115.2,191293
жилая,квартира,СЗАО,16974931,77.4,219320
жилая,квартира,СЗАО,20694604,87.8,235616
жилая,квартира,СЗАО,14453761,65.3,221321
жилая,квартира,СЗАО,12217543,60.8,200806
жилая,квартира,СЗАО,19485616,95.9,203214
жилая,квартира,СЗАО,8870233,47.7,185918
жилая,квартира,СЗАО,21184711,94.6,224022
жилая,квартира,СЗАО,10800523,60.2,179416
жилая,квартира,СЗАО,12155282,58.4,208086
жилая,квартира,СЗАО,8827799,60.5,145832
жилая,квартира,СЗАО,15951529,94.7,168523
жилая,квартира,СЗАО,13920341,72.7,191368
жилая,квартира,СЗАО,22087569,89.5,246863
жилая,квартира,СЗАО,20710938,103.4,200355
жилая,квартира,СЗАО,12247299,67.9,180392
жилая,квартира,СЗАО,12403531,73.5,168828
жилая,квартира,СЗАО,13176699,73.7,178850
жилая,квартира,СЗАО,14515723,47.9,302768
жилая,квартира,СЗАО,20819701,85.5,243635
жилая,квартира,СЗАО,11370321,51.9,219060
жилая,квартира,СЗАО,12071764,57.1,211447
жилая,квартира,СЗАО,29166837,98.6,295833
жилая,квартира,СЗАО,11318236,48.0,235874
жилая,квартира,СЗАО,15570479,56.1,277656
жилая,квартира,СЗАО,9681165,45.3,213662
жилая,квартира,СЗАО,19856596,72.4,274178
жилая,квартира,СЗАО,11578917,37.0,312557
жилая,квартира,СЗАО,14684532,79.4,184995
жилая,квартира,СЗАО,9753207,56.6,172449
жилая,квартира,СЗАО,17744405,74.5,238027
жилая,квартира,СЗАО,16530714,78.8,209764
жилая,квартира,СЗАО,18196136,69.6,261538
жилая,квартира,СЗАО,25917525,84.3,307357
жилая,квартира,СЗАО,15696129,73.1,214631
жилая,квартира,СЗАО,19696504,91.9,214346
жилая,квартира,СЗАО,9719549,53.3,182426
жилая,квартира,СЗАО,17320755,66.1,262177
жилая,квартира,СЗАО,34625262,115.7,299166
жилая,квартира,СЗАО,19631262,74.2,264655
жилая,квартира,СЗАО,19879581,81.2,244760
жилая,квартира,СЗАО,21464556,72.0,297953
жилая,квартира,СЗАО,22155085,92.5,239547
жилая,квартира,СЗАО,18247456,83.9,217481
жилая,квартира,СЗАО,29663243,104.4,284250
жилая,квартира,СЗАО,15221248,63.4,240056
жилая,квартира,СЗАО,19661428,92.2,213291
жилая,квартира,СЗАО,21391804,89.3,239558
жилая,квартира,СЗАО,18506848,82.7,223713
жилая,квартира,СЗАО,16654273,87.0,191414
жилая,квартира,СЗАО,18127835,83.8,216406
жилая,квартира,СЗАО,16181704,74.6,216906
жилая,квартира,СЗАО,7496541,50.4,148752
жилая,квартира,СЗАО,18503659,63.1,293179
жилая,квартира,СЗАО,14366529,75.5,190404
жилая,квартира,СЗАО,19622228,75.0,261566
жилая,квартира,СЗАО,10792465,72.3,149248
жилая,квартира,СЗАО,11859678,50.9,233060
жилая,квартира,СЗАО,26940085,88.1,305811
жилая,квартира,СЗАО,14615748,87.4,167147
жилая,квартира,СЗАО,14303770,51.9,275665
жилая,квартира,СЗАО,16750254,75.9,220691
жилая,квартира,СЗАО,14872250,62.2,239180
жилая,квартира,СЗАО,7261108,30.0,242036
жилая,квартира,СЗАО,18278819,65.3,280065
жилая,квартира,СЗАО,25668001,87.1,294672
жилая,квартира,СЗАО,18528694,78.5,235887
жилая,квартира,СЗАО,17196731,80.9,212603
жилая,квартира,СЗАО,7297674,47.5,153635
жилая,квартира,СЗАО,19266017,67.1,286958
жилая,квартира,СЗАО,15590364,65.6,237632
жилая,квартира,СЗАО,18625026,70.1,265762
жилая,квартира,СЗАО,12221949,62.1,196737
жилая,квартира,СЗАО,11218647,54.8,204675
жилая,квартира,СЗАО,27296213,90.4,301911
жилая,квартира,СЗАО,17275531,87.8,196841
жилая,квартира,СЗАО,14632920,74.0,197697
жилая,квартира,СЗАО,20159933,96.3,209255
жилая,квартира,СЗАО,15902384,82.8,191979
жилая,квартира,СЗАО,18312805,76.3,239916
жилая,квартира,СЗАО,21545512,78.0,276049
жилая,квартира,СЗАО,20177844,72.9,276756
жилая,апартаменты,СЗАО,7325020,26.5,276048
жилая,апартаменты,СЗАО,11173600,47.5,235464
жилая,апартаменты,СЗАО,18075051,63.8,283210
жилая,апартаменты,СЗАО,12432581,58.2,213605
жилая,апартаменты,СЗАО,11567532,50.0,231363
жилая,апартаменты,СЗАО,8121725,38.3,212292
жилая,апартаменты,СЗАО,14767446,64.2,230080
жилая,апартаменты,СЗАО,12676595,41.6,304747
жилая,апартаменты,СЗАО,13941269,54.3,256921
жилая,апартаменты,СЗАО,8667887,47.5,182434
жилая,апартаменты,СЗАО,12971088,36.5,355228
жилая,апартаменты,СЗАО,15741631,50.4,312306
жилая,апартаменты,СЗАО,17384365,59.6,291485
жилая,апартаменты,СЗАО,15406810,52.3,294453
жилая,апартаменты,СЗАО,20563024,71.0,289630
жилая,апартаменты,СЗАО,12865119,59.1,217839
жилая,апартаменты,СЗАО,11327704,50.3,225108
жилая,апартаменты,СЗАО,12466440,53.4,233306
жилая,апартаменты,СЗАО,20565762,61.6,334061
жилая,апартаменты,СЗАО,14942518,54.1,276258
жилая,апартаменты,СЗАО,7244281,31.7,228817
жилая,апартаменты,СЗАО,14073387,51.6,272986
жилая,апартаменты,СЗАО,11788346,46.1,255553
жилая,апартаменты,СЗАО,19557785,52.7,371175
жилая,апартаменты,СЗАО,14111014,50.6,278795
жилая,апартаменты,СЗАО,11116003,49.1,226576
жилая,апартаменты,СЗАО,10407335,56.1,185497
жилая,апартаменты,СЗАО,13541330,57.1,237288
жилая,комната,СЗАО,1673505,14.6,114820
жилая,комната,СЗАО,2802723,19.6,142840
жилая,комната,СЗАО,2383243,16.8,141501
жилая,комната,СЗАО,1711574,12.9,132569
жилая,комната,СЗАО,2140055,14.8,144820
жилая,комната,СЗАО,2119165,17.1,123852
жилая,комната,СЗАО,2297146,17.5,131194
жилая,комната,СЗАО,1365622,13.4,101652
жилая,комната,СЗАО,2360793,19.6,120425
жилая,комната,СЗАО,1989389,16.0,124680
жилая,комната,СЗАО,1706184,16.1,106035
жилая,комната,СЗАО,2070485,17.3,119733
жилая,комната,СЗАО,2043827,18.6,109767
жилая,комната,СЗАО,2671142,18.4,144952
жилая,комната,СЗАО,1949239,17.6,110627
жилая,комната,СЗАО,2187003,18.3,119315
жилая,комната,СЗАО,2016800,15.7,128389
жилая,комната,СЗАО,2611581,17.9,145958
жилая,дом,СЗАО,85051989,210.1,404779
жилая,дом,СЗАО,95247049,205.6,463228
жилая,дом,СЗАО,70716630,186.9,378391
жилая,дом,СЗАО,88631604,216.4,409589
жилая,дом,СЗАО,84511068,198.5,425721
жилая,дом,СЗАО,60254202,178.5,337518
жилая,дом,СЗАО,79630372,212.7,374417
жилая,дом,СЗАО,51405728,144.2,356608
жилая,дом,СЗАО,60441152,207.2,291679
жилая,дом,СЗАО,66300286,174.0,381064
жилая,дом,СЗАО,56535381,160.8,351572
жилая,дом,СЗАО,90535056,217.3,416661
жилая,дом,СЗАО,48368562,140.7,343732
жилая,дом,СЗАО,42289107,121.6,347886
жилая,таунхаус,СЗАО,34210816,111.1,307936
жилая,таунхаус,СЗАО,27175028,86.8,312959
жилая,таунхаус,СЗАО,21856821,82.1,266202
жилая,таунхаус,СЗАО,30952452,98.9,312984
жилая,таунхаус,СЗАО,27587287,81.9,336856
жилая,таунхаус,СЗАО,31296921,129.3,242127
жилая,таунхаус,СЗАО,44889058,116.7,384689
жилая,таунхаус,СЗАО,40562485,102.2,397036
жилая,таунхаус,СЗАО,28665317,99.6,287843
коммерческая,офис,СЗАО,15626044,181.1,80000
коммерческая,офис,СЗАО,17648759,247.5,80000
коммерческая,офис,СЗАО,9076529,79.7,80000
коммерческая,офис,СЗАО,25620937,239.1,80000
коммерческая,офис,СЗАО,24755022,326.0,80000
коммерческая,офис,СЗАО,23639679,283.2,80000
коммерческая,офис,СЗАО,17685842,237.2,80000
коммерческая,офис,СЗАО,22987112,326.8,80000
коммерческая,офис,СЗАО,15567835,193.5,80000
коммерческая,офис,СЗАО,42516535,366.3,80000
коммерческая,офис,СЗАО,12509375,145.6,80000
коммерческая,офис,СЗАО,26386846,339.8,80000
коммерческая,офис,СЗАО,37936363,333.8,80000
коммерческая,офис,СЗАО,40475897,384.5,80000
коммерческая,офис,СЗАО,30407082,281.4,80000
коммерческая,офис,СЗАО,31358975,311.0,80000
коммерческая,офис,СЗАО,27289094,323.8,80000
коммерческая,офис,СЗАО,25424392,347.8,80000
коммерческая,торговое помещение,СЗАО,33814121,254.8,120000
коммерческая,торговое помещение,СЗАО,30064165,213.7,120000
коммерческая,торговое помещение,СЗАО,28720039,175.4,120000
коммерческая,торговое помещение,СЗАО,24894358,146.0,120000
коммерческая,торговое помещение,СЗАО,18155503,139.9,120000
коммерческая,торговое помещение,СЗАО,31757478,212.6,120000
коммерческая,торговое помещение,СЗАО,22022997,164.7,119999
коммерческая,торговое помещение,СЗАО,30459335,185.4,120000
коммерческая,торговое помещение,СЗАО,26300385,151.8,120000
коммерческая,торговое помещение,СЗАО,19653231,162.3,120000
коммерческая,торговое помещение,СЗАО,30352326,205.1,120000
коммерческая,торговое помещение,СЗАО,43283375,246.9,120000
коммерческая,торговое помещение,СЗАО,27800501,187.1,120000
коммерческая,торговое помещение,СЗАО,21095893,120.2,120000
коммерческая,склад,СЗАО,37689518,898.4,40000
коммерческая,склад,СЗАО,66114479,1169.2,40000
коммерческая,склад,СЗАО,63407127,1266.5,40000
коммерческая,склад,СЗАО,44903080,1072.1,40000
коммерческая,склад,СЗАО,37282759,724.0,40000
коммерческая,склад,СЗАО,64962379,1435.6,40000
коммерческая,склад,СЗАО,46957467,880.3,40000
коммерческая,склад,СЗАО,40514361,913.1,40000
коммерческая,склад,СЗАО,58268057,1100.7,40000
коммерческая,производственное помещение,СЗАО,33845140,593.1,50000
коммерческая,производственное помещение,СЗАО,39543678,760.4,50000
коммерческая,производственное помещение,СЗАО,57207350,740.1,50000
коммерческая,производственное помещение,СЗАО,41532896,857.1,50000
коммерческая,производственное помещение,СЗАО,79351121,1177.9,50000
коммерческая,производственное помещение,СЗАО,25340905,450.0,50000
коммерческая,производственное помещение,СЗАО,39819918,670.5,50000
коммерческая,готовый бизнес,СЗАО,3928202,0.0,0
коммерческая,готовый бизнес,СЗАО,4380300,0.0,0
коммерческая,готовый бизнес,СЗАО,10038377,0.0,0
коммерческая,готовый бизнес,СЗАО,1915142,0.0,0
коммерческая,готовый бизнес,СЗАО,8434482,0.0,0
коммерческая,готовый бизнес,СЗАО,11074422,0.0,0
земля,участок,СЗАО,5149586,746.5,6898
земля,участок,СЗАО,4510994,789.9,5711
земля,участок,СЗАО,5821673,933.5,6236
земля,участок,СЗАО,6145103,785.5,7823
земля,участок,СЗАО,7749502,931.7,8317
земля,участок,СЗАО,2904154,562.1,5166
земля,участок,СЗАО,4078550,794.5,5133
земля,участок,СЗАО,5690463,759.3,7494
земля,участок,СЗАО,4409268,769.3,5731
прочая,гараж,СЗАО,1184256,26.7,44416
прочая,гараж,СЗАО,1253627,29.3,42795
прочая,гараж,СЗАО,1082172,20.0,53981
прочая,гараж,СЗАО,1221468,22.8,53676
прочая,гараж,СЗАО,1227190,29.4,41753
прочая,гараж,СЗАО,1233045,25.8,47841
прочая,гараж,СЗАО,1138085,17.7,64169
прочая,машиноместо,СЗАО,625686,,0
прочая,машиноместо,СЗАО,550966,,0
прочая,машиноместо,СЗАО,563912,,0
прочая,машиноместо,СЗАО,645296,,0
прочая,машиноместо,СЗАО,628646,,0
прочая,машиноместо,СЗАО,541649,,0
жилая,квартира,САО,16858601,87.4,192910
жилая,квартира,САО,10566714,61.9,170589
жилая,квартира,САО,15067792,64.3,234468
жилая,квартира,САО,12356038,90.0,137355
жилая,квартира,САО,23036614,82.1,280660
жилая,квартира,САО,19558691,78.1,250426
жилая,квартира,САО,14696058,88.3,166415
жилая,квартира,САО,18366153,65.7,279517
жилая,квартира,САО,19021543,110.5,172205
жилая,квартира,САО,18106429,71.0,255180
жилая,квартира,САО,19324524,96.8,199635
жилая,квартира,САО,9571666,59.7,160221
жилая,квартира,САО,17843673,63.5,281002
жилая,квартира,САО,8395994,48.4,173480
жилая,квартира,САО,7210911,46.2,156063
жилая,квартира,САО,13503399,74.8,180642
жилая,квартира,САО,22019234,96.7,227813
жилая,квартира,САО,13979748,67.6,206756
жилая,квартира,САО,17108894,80.1,213592
жилая,квартира,САО,12079308,79.9,151086
жилая,квартира,САО,11953243,62.6,190888
жилая,квартира,САО,14826825,83.0,178652
жилая,квартира,САО,16476115,83.2,198008
жилая,квартира,САО,11727218,54.5,214983
жилая,квартира,САО,10486970,62.2,168522
жилая,квартира,САО,18449217,75.2,245286
жилая,квартира,САО,20172067,82.2,245281
жилая,квартира,САО,19588877,98.9,198140
жилая,квартира,САО,11425274,61.1,186979
жилая,квартира,САО,13847375,86.2,160722
жилая,квартира,САО,21366726,88.8,240679
жилая,квартира,САО,16437360,81.4,201996
жилая,квартира,САО,15211034,70.4,216149
жилая,квартира,САО,11407780,84.0,135810
жилая,квартира,САО,9745781,66.5,146490
жилая,квартира,САО,19985454,81.7,244693
жилая,квартира,САО,7848537,46.8,167699
жилая,квартира,САО,16924155,90.8,186331
жилая,квартира,САО,16351506,75.1,217872
жилая,квартира,САО,19654368,108.3,181500
жилая,квартира,САО,15808114,78.8,200532
жилая,квартира,САО,11908446,62.9,189296
жилая,квартира,САО,13519167,71.5,189130
жилая,квартира,САО,12084576,78.9,153175
жилая,квартира,САО,10117214,58.3,173476
жилая,квартира,САО,16845208,87.6,192354
жилая,квартира,САО,24669529,101.4,243338
жилая,квартира,САО,17073723,80.1,213221
жилая,квартира,САО,10615523,65.6,161785
жилая,квартира,САО,19458084,70.5,275860
жилая,квартира,САО,16920877,74.0,228514
жилая,квартира,САО,17191155,89.1,192919
жилая,квартира,САО,15932085,78.2,203815
жилая,квартира,САО,18830446,95.2,197814
жилая,квартира,САО,12351621,84.3,146527
жилая,квартира,САО,9395974,52.9,177495
жилая,квартира,САО,8662289,41.9,206655
жилая,квартира,САО,15425888,89.5,172317
жилая,квартира,САО,9498008,57.9,163943
жилая,квартира,САО,15322951,97.7,156844
жилая,квартира,САО,25781349,96.8,266233
жилая,квартира,САО,16122819,84.4,191116
жилая,квартира,САО,15569304,62.1,250779
жилая,квартира,САО,12014291,82.9,144868
жилая,квартира,САО,15729307,81.9,191943
жилая,квартира,САО,19465129,96.6,201448
жилая,квартира,САО,15483455,89.1,173737
жилая,квартира,САО,11699001,56.7,206174
жилая,квартира,САО,11453666,65.2,175619
жилая,квартира,САО,10352875,64.7,160040
жилая,квартира,САО,12784575,88.5,144402
жилая,квартира,САО,12263729,67.8,180854
жилая,квартира,САО,21702628,90.5,239917
жилая,квартира,САО,11368228,58.5,194256
жилая,квартира,САО,16613365,83.3,199443
жилая,квартира,САО,16982881,65.9,257877
жилая,квартира,САО,11810012,54.5,216725
жилая,квартира,САО,15228597,83.1,183349
жилая,квартира,САО,16734226,83.7,199858
жилая,квартира,САО,22467733,96.5,232775
жилая,квартира,САО,9014529,51.5,174944
жилая,квартира,САО,25644779,92.5,277330
жилая,квартира,САО,18930901,86.0,220182
жилая,квартира,САО,20878668,84.7,246590
жилая,квартира,САО,15880160,84.2,188629
жилая,квартира,САО,12325973,67.4,182760
жилая,квартира,САО,19442824,73.0,266403
жилая,квартира,САО,21492169,84.6,254020
жилая,квартира,САО,22499886,94.9,237005
жилая,квартира,САО,26448971,105.3,251175
жилая,квартира,САО,17762960,90.7,195894
жилая,квартира,САО,12261995,67.6,181342
жилая,квартира,САО,15135175,54.0,280227
жилая,квартира,САО,13914552,83.4,166826
жилая,квартира,САО,21907648,88.3,248165
жилая,квартира,САО,16690631,65.2,255977
жилая,квартира,САО,18876386,97.2,194151
жилая,квартира,САО,9918584,55.8,177598
жилая,квартира,САО,18569718,95.1,195219
жилая,квартира,САО,14843200,59.7,248753
жилая,квартира,САО,11516797,61.8,186347
жилая,квартира,САО,17048611,82.1,207643
жилая,квартира,САО,21382849,87.8,243513
жилая,квартира,САО,22045785,120.9,182303
жилая,квартира,САО,8676547,57.7,150282
жилая,квартира,САО,19238642,86.5,222465
жилая,квартира,САО,14142912,72.7,194437
жилая,квартира,САО,16275145,72.8,223667
жилая,квартира,САО,15936826,84.3,188957
жилая,квартира,САО,14124461,78.2,180670
жилая,квартира,САО,18795289,65.5,286835
жилая,квартира,САО,17957203,76.1,235901
жилая,квартира,САО,16271624,72.1,225828
жилая,квартира,САО,22388118,79.6,281163
жилая,квартира,САО,8720894,63.8,136688
жилая,квартира,САО,15223678,64.4,236293
жилая,квартира,САО,14670796,70.7,207428
жилая,квартира,САО,16340230,68.1,240093
жилая,квартира,САО,8747797,59.4,147345
жилая,квартира,САО,13397895,66.3,202086
жилая,квартира,САО,16441613,77.7,211545
жилая,квартира,САО,14221159,80.0,177806
жилая,квартира,САО,9463072,62.3,151959
жилая,квартира,САО,12852320,79.2,162209
жилая,квартира,САО,23677812,115.4,205188
жилая,квартира,САО,18511012,86.7,213456
жилая,квартира,САО,10942014,62.5,175060
жилая,квартира,САО,7224708,40.2,179850
жилая,апартаменты,САО,13188413,60.0,219942
жилая,апартаменты,САО,13843740,59.9,231163
жилая,апартаменты,САО,12045586,60.2,199935
жилая,апартаменты,САО,14831824,51.8,286246
жилая,апартаменты,САО,9712418,51.9,187023
жилая,апартаменты,САО,11463096,62.2,184396
жилая,апартаменты,САО,8417014,50.0,168379
жилая,апартаменты,САО,9630671,41.0,234923
жилая,апартаменты,САО,9014148,51.0,176602
жилая,апартаменты,САО,12736378,60.4,210804
жилая,апартаменты,САО,8447298,42.4,199034
жилая,апартаменты,САО,10325996,45.9,224744
жилая,апартаменты,САО,20215743,60.1,336150
жилая,апартаменты,САО,12483994,56.6,220643
жилая,апартаменты,САО,12994271,47.8,271871
жилая,апартаменты,САО,11597549,44.8,259133
жилая,апартаменты,САО,13860125,56.9,243435
жилая,апартаменты,САО,12118854,46.3,261770
жилая,апартаменты,САО,10194711,44.4,229755
жилая,апартаменты,САО,16878199,55.9,301722
жилая,апартаменты,САО,16007727,56.7,282313
жилая,апартаменты,САО,12824462,50.1,255971
жилая,апартаменты,САО,8221142,46.4,177261
жилая,апартаменты,САО,17180216,60.7,283229
жилая,апартаменты,САО,12843796,56.7,226540
жилая,апартаменты,САО,9421226,39.7,237564
жилая,апартаменты,САО,16797992,65.2,257533
жилая,апартаменты,САО,10940555,42.3,258489
жилая,апартаменты,САО,15701264,54.5,288231
жилая,апартаменты,САО,11003056,52.5,209514
жилая,апартаменты,САО,19968434,68.3,292322
